AC_Name,AC_No,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
NILAMBUR,35,4,K. BABU MANI,SOCIAL DEMOCRATIC PARTY OF INDIA,3249,32,3281,1.89
NILAMBUR,35,5,P.V. ANVAR,Independent,79505,1722,81227,46.9
NILAMBUR,35,6,SAJADURAHMAN.C.P,Independent,554,5,559,0.32
NILAMBUR,35,7,NOTA,None of the Above,499,8,507,0.29
WANDOOR,36,1,A P ANILKUMAR,Indian National Congress,85776,1639,87415,51.44
WANDOOR,36,2,MIDHUNA P,Communist Party of India  (Marxist),70548,1304,71852,42.28
WANDOOR,36,3,Dr. P C VIJAYAN,Bharatiya Janata Party,6929,128,7057,4.15
WANDOOR,36,4,KRISHNAN C,Welfare Party Of India,2843,100,2943,1.73
WANDOOR,36,5,NOTA,None of the Above,660,4,664,0.39
MANJERI,37,1,NAZAR DEBONA,Communist Party of India,62881,1382,64263,40.93
MANJERI,37,2,P.R. RASMIL NATH,Bharatiya Janata Party,11030,320,11350,7.23
MANJERI,37,3,Adv. U.A. LATHEEF,Indian Union Muslim League,77384,1452,78836,50.22
MANJERI,37,4,PALATHINGAL ABOOBACKER,Independent,1332,9,1341,0.85
MANJERI,37,5,NOTA,None of the Above,1185,17,1202,0.77
PERINTHALMANNA,38,1,NAJEEB KANTHAPURAM,Indian Union Muslim League,75264,1266,76530,46.21
PERINTHALMANNA,38,2,SUCHITHRA,Bharatiya Janata Party,7846,175,8021,4.84
PERINTHALMANNA,38,3,ADV ABDUL AFSAL P T,Independent,897,9,906,0.55
PERINTHALMANNA,38,4,NAJEEB KUTTEERI,Independent,822,6,828,0.5
PERINTHALMANNA,38,5,MUSTHAFA  S/o MUHAMMED,Independent,469,2,471,0.28
PERINTHALMANNA,38,6,MUSTHAFA P K   S/o SAIDALAVI,Independent,738,12,750,0.45
PERINTHALMANNA,38,7,MUHAMMED MUSTHAFA K P,Independent,747,4,751,0.45
PERINTHALMANNA,38,8,K P M MUSTHAFA   S/o MUHAMMEDALI HAJI,Independent,75067,1425,76492,46.19
MANKADA,39,1,MANJALAMKUZHI ALI,Indian Union Muslim League,81273,1958,83231,49.46
MANKADA,39,2,SAJESH ELAYIL,Bharatiya Janata Party,6469,172,6641,3.95
MANKADA,39,3,Adv. T.K. RASHEEDALI,Communist Party of India  (Marxist),75322,1663,76985,45.75
MANKADA,39,4,ALI S/o ALAVI HAJI,Independent,193,0,193,0.11
MANKADA,39,5,ALI S/o MUSTHAFA,Independent,345,5,350,0.21
MANKADA,39,6,M.ALI,Independent,81,5,86,0.05
MANKADA,39,7,RASHEEDALI S/o MAMMUNNI,Independent,168,15,183,0.11
MANKADA,39,8,NOTA,None of the Above,590,9,599,0.36
MALAPPURAM,40,1,PALOLI ABDURAHIMAN,Communist Party of India  (Marxist),56814,1144,57958,35.82
MALAPPURAM,40,2,P. UBAIDULLA,Indian Union Muslim League,91470,1696,93166,57.57
MALAPPURAM,40,3,PRASOBH .T,Bahujan Samaj Party,319,2,321,0.2
MALAPPURAM,40,4,AREEKKAD SETHUMADHAVAN,Bharatiya Janata Party,5755,128,5883,3.64
MALAPPURAM,40,5,E.C. AYISHA,Welfare Party Of India,3090,104,3194,1.97
MALAPPURAM,40,6,T.K. BOSE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),309,0,309,0.19
MALAPPURAM,40,7,NOTA,None of the Above,983,11,994,0.61
VENGARA,41,1,KEERAN,Bahujan Samaj Party,1057,3,1060,0.81
VENGARA,41,2,P.K KUNJHALIKUTTY,Indian Union Muslim League,69283,1098,70381,53.5
VENGARA,41,3,P. JIJI,Communist Party of India  (Marxist),39150,635,39785,30.24
VENGARA,41,4,PREMAN MASTER,Bharatiya Janata Party,5853,115,5968,4.54
VENGARA,41,5,ANANNYAHKUMARI ALEX,Democratic Social Justice Party,132,3,135,0.1
VENGARA,41,6,E.K. KUNHAHAMEDKUTTY MASTER,Welfare Party Of India,1984,67,2051,1.56
VENGARA,41,7,ADIL ABDURAHIMAN THANGAL,Independent,124,5,129,0.1
VENGARA,41,8,SABAH KUNDUPUZHAKKAL,Independent,11149,106,11255,8.56
VALLIKKUNNU,42,1,ABDUL HAMEED MASTER,Indian Union Muslim League,70342,1481,71823,47.43
VALLIKKUNNU,42,2,PEETHAMBARAN PALAT,Bharatiya Janata Party,19304,549,19853,13.11
VALLIKKUNNU,42,3,SASI KIZHAKKAN,Bahujan Samaj Party,845,36,881,0.58
VALLIKKUNNU,42,4,Prof. A.P. ABDUL VAHAB,Indian National League,56401,1306,57707,38.11
VALLIKKUNNU,42,5,NOTA,None of the Above,1141,9,1150,0.76
TIRURANGADI,43,1,K P A MAJEED,Indian Union Muslim League,72579,920,73499,49.74
TIRURANGADI,43,2,ABDUL MAJEED PANAKKAL,Bahujan Samaj Party,300,3,303,0.21
TIRURANGADI,43,3,KALLIYATH SATHAR HAJI,Bharatiya Janata Party,8128,186,8314,5.63
TIRURANGADI,43,4,MOOSA JARATHINGAL,Swaraj India,269,5,274,0.19
TIRURANGADI,43,5,ABDURAHIM NAHA,Independent,119,1,120,0.08
TIRURANGADI,43,6,CHANDRAN,Independent,129,3,132,0.09
TIRURANGADI,43,7,NIYAS,Independent,480,7,487,0.33
TIRURANGADI,43,8,NIYAS PULIKKALAKATH,Independent,63159,762,63921,43.26
TANUR,44,1,K.NARAYANAN MASTER,Bharatiya Janata Party,10371,219,10590,6.94
TANUR,44,2,P.K.FIROS,Indian Union Muslim League,68810,909,69719,45.7
TANUR,44,3,MUEENUDHEEN,Bahujan Samaj Party,183,0,183,0.12
TANUR,44,4,V.ABDURAHIMAN,National Secular Conference,69633,1071,70704,46.34
TANUR,44,5,ABDURAHIMAN.V S/o Alavi Haji,Independent,177,2,179,0.12
TANUR,44,6,V.ABDURAHIMAN S/o Kathiyamu,Independent,220,4,224,0.15
TANUR,44,7,ABDURAHIMAN.V S/o Muhammed,Independent,100,2,102,0.07
TANUR,44,8,KUNHI MOHAMED MUTHANIKKAD BAPPUTTY,Independent,207,6,213,0.14
TIRUR,45,1,Dr. ABDUL SALAM M,Bharatiya Janata Party,8933,164,9097,5.33
TIRUR,45,2,Adv. GAFOOR P LILLIS,Communist Party of India  (Marxist),73947,1153,75100,43.98
TIRUR,45,3,KURUKKOLI MOIDEEN,Indian Union Muslim League,80906,1408,82314,48.21
TIRUR,45,4,ASHRAF,SOCIAL DEMOCRATIC PARTY OF INDIA,2699,13,2712,1.59
TIRUR,45,5,ABOOBACKER SIDHEEK,Independent,233,7,240,0.14
TIRUR,45,6,ABDUL GAFOOR PULIKKAL,Independent,68,0,68,0.04
TIRUR,45,7,ABDUL GAFOOR VALIYA PEEDIKAKKAL,Independent,33,4,37,0.02
TIRUR,45,8,ABDUL MAHROOF A.K,Independent,105,6,111,0.07
KOTTAKKAL,46,1,PROF. ABID HUSSAIN THANGAL,Indian Union Muslim League,80061,1639,81700,51.08
KOTTAKKAL,46,2,P. P. GANESAN,Bharatiya Janata Party,10556,240,10796,6.75
KOTTAKKAL,46,3,N. A. MUHAMMED KUTTY (MAMMUTY),Nationalist Congress Party,63739,1373,65112,40.71
KOTTAKKAL,46,4,AYISHA,Independent,319,9,328,0.21
KOTTAKKAL,46,5,BINDHU DEVARAJAN,Independent,477,4,481,0.3
KOTTAKKAL,46,6,MOHAMED KUTTY,Independent,662,13,675,0.42
KOTTAKKAL,46,7,SAINUL ABID THANGAL,Independent,160,13,173,0.11
KOTTAKKAL,46,8,NOTA,None of the Above,664,4,668,0.42
THAVANUR,47,1,FIROS KUNNAMPARAMBIL,Indian National Congress,66750,1044,67794,44.77
THAVANUR,47,2,HASSAN CHIYANOOR,SOCIAL DEMOCRATIC PARTY OF INDIA,1738,9,1747,1.15
THAVANUR,47,3,RAMESH KOTTAYAPURATH,Bharath Dharma Jana Sena,9756,158,9914,6.55
THAVANUR,47,4,DR.K.T.JALEEL,Independent,68935,1423,70358,46.46
THAVANUR,47,5,JALEEL S/O. MUHAMMAD KUTTY,Independent,306,2,308,0.2
THAVANUR,47,6,FIROS KUNNATHPARAMBIL,Independent,191,3,194,0.13
THAVANUR,47,7,FIROS NELLAMKUNNATH,Independent,75,4,79,0.05
THAVANUR,47,8,FIROS PARUVINGAL,Independent,173,2,175,0.12
PONNANI,48,1,P NANDAKUMAR,Communist Party of India  (Marxist),73331,1337,74668,51.35
PONNANI,48,2,Adv. A.M. ROHITH,Indian National Congress,56694,931,57625,39.63
PONNANI,48,3,ANVAR PAZHANJI,SOCIAL DEMOCRATIC PARTY OF INDIA,3041,24,3065,2.11
PONNANI,48,4,GANESH VADERI,Welfare Party Of India,1820,43,1863,1.28
PONNANI,48,5,SUBRAMANNIAN CHUNKAPPALLII,Bharath Dharma Jana Sena,7302,117,7419,5.1
PONNANI,48,6,Adv. ROSHITH. M.P.,Independent,147,21,168,0.12
PONNANI,48,7,K SADANANDAN,Independent,144,3,147,0.1
PONNANI,48,8,NOTA,None of the Above,462,5,467,0.32
THRITHALA,49,1,V .T BALRAM,Indian National Congress,65629,1169,66798,43.86
THRITHALA,49,2,RAJAGOPAL THRITHALA,Bahujan Samaj Party,326,7,333,0.22
THRITHALA,49,3,M. B RAJESH,Communist Party of India  (Marxist),68468,1346,69814,45.84
THRITHALA,49,4,ADV:SANKU T DAS,Bharatiya Janata Party,12645,206,12851,8.44
THRITHALA,49,5,ABDUL NAZAR M K,SOCIAL DEMOCRATIC PARTY OF INDIA,1572,10,1582,1.04
THRITHALA,49,6,NOORUDHEEN E V,Independent,69,1,70,0.05
THRITHALA,49,7,BALARAMAN  K            S/O KUNJUNNI,Independent,49,8,57,0.04
THRITHALA,49,8,T .T BALARAMAN     S/O KRISHNAN NAIR,Independent,42,3,45,0.03
PATTAMBI,50,1,Narayanan. T.P,Bahujan Samaj Party,504,13,517,0.34
PATTAMBI,50,2,Muhammed Muhassin,Communist Party of India,73761,1550,75311,49.58
PATTAMBI,50,3,K.M.Haridas,Bharatiya Janata Party,14231,347,14578,9.6
PATTAMBI,50,4,Riyas Mukkoli,Indian National Congress,56480,857,57337,37.74
PATTAMBI,50,5,Ameer Ali .S.P,SOCIAL DEMOCRATIC PARTY OF INDIA,2946,29,2975,1.96
PATTAMBI,50,6,S. Mujeeb Rehman,Welfare Party Of India,776,25,801,0.53
PATTAMBI,50,7,NOTA,None of the Above,378,12,390,0.26
SHORNUR,51,1,AYYAPPAN KUTTY. T.C.,Bahujan Samaj Party,875,8,883,0.58
SHORNUR,51,2,FIROZ BABU.T.H,Indian National Congress,36940,786,37726,24.83
SHORNUR,51,3,P. MAMMIKUTTY,Communist Party of India  (Marxist),72641,1759,74400,48.98
SHORNUR,51,4,SANDEEP VARIER,Bharatiya Janata Party,36317,656,36973,24.34
SHORNUR,51,5,MUHAMMAD MUSTHAFA,SOCIAL DEMOCRATIC PARTY OF INDIA,1242,9,1251,0.82
SHORNUR,51,6,NOTA,None of the Above,668,10,678,0.45
OTTAPALAM,52,1,Adv. K. PREMKUMAR,Communist Party of India  (Marxist),72977,1882,74859,46.45
OTTAPALAM,52,2,P. VENUGOPALAN,Bharatiya Janata Party,24516,540,25056,15.55
OTTAPALAM,52,3,P.P. SIVAN,Bahujan Samaj Party,654,18,672,0.42
OTTAPALAM,52,4,DOCTOR P. SARIN,Indian National Congress,58399,1308,59707,37.05
OTTAPALAM,52,5,NOTA,None of the Above,852,15,867,0.54
KONGAD,53,1,Guruvayoorappan P E,Bahujan Samaj Party,1321,30,1351,0.98
KONGAD,53,2,U C Raman,Indian Union Muslim League,40046,616,40662,29.36
KONGAD,53,3,Santhakumari K,Communist Party of India  (Marxist),66683,1198,67881,49.01
KONGAD,53,4,Suresh Babu M,Bharatiya Janata Party,27223,438,27661,19.97
KONGAD,53,5,NOTA,None of the Above,932,21,953,0.69
MANNARKAD,54,1,SIVADASAN,Bahujan Samaj Party,813,14,827,0.54
MANNARKAD,54,2,ADVOCATE. N. SAMSUDHEEN,Indian Union Muslim League,70448,1209,71657,47.11
MANNARKAD,54,3,K. P. SURESH RAJ,Communist Party of India,64621,1166,65787,43.25
MANNARKAD,54,4,AGALI NASEEMA P,All India Anna Dravida Munnetra Kazhagam,10282,94,10376,6.82
MANNARKAD,54,5,AJIKUMAR,Independent,157,2,159,0.1
MANNARKAD,54,6,JAMES MASH,Independent,968,20,988,0.65
MANNARKAD,54,7,SHIBU GEORGE,Independent,97,4,101,0.07
MANNARKAD,54,8,SHAMSUDDEEN S/o. YUSAF,Independent,184,8,192,0.13
MALAMPUZHA,55,1,S. K. Ananthakrishnan,Indian National Congress,34611,833,35444,21.66
MALAMPUZHA,55,2,KRISHNAKUMAR.C,Bharatiya Janata Party,49301,899,50200,30.68
MALAMPUZHA,55,3,A. PRABHAKARAN,Communist Party of India  (Marxist),74096,1838,75934,46.41
MALAMPUZHA,55,4,K.PRASAD,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),550,5,555,0.34
MALAMPUZHA,55,5,ABDUL RAHEEM. S,Independent,412,6,418,0.26
MALAMPUZHA,55,6,NOTA,None of the Above,1041,13,1054,0.64
PALAKKAD,56,1,Adv.  C.P. PROMOD,Communist Party of India  (Marxist),35622,811,36433,25.64
PALAKKAD,56,2,E.T.K. VALSAN,Bahujan Samaj Party,348,11,359,0.25
PALAKKAD,56,3,E. SREEDHARAN,Bharatiya Janata Party,49155,1065,50220,35.34
PALAKKAD,56,4,SHAFI PARAMBIL,Indian National Congress,53080,999,54079,38.06
PALAKKAD,56,5,JAYAPRAKASH. J,Samajwadi Forward Bloc,217,4,221,0.16
PALAKKAD,56,6,K. RAJESH,Akhil Bharat Hindu Mahasabha,104,1,105,0.07
PALAKKAD,56,7,V. SACHIDANANDAN,Independent,152,7,159,0.11
PALAKKAD,56,8,NOTA,None of the Above,514,14,528,0.37
TARUR,57,1,JAYAPRAKASAN K.P.,Bharatiya Janata Party,18237,228,18465,14.06
TARUR,57,2,K.A.SHEEBA,Indian National Congress,42271,942,43213,32.9
TARUR,57,3,P.P.SUMOD,Communist Party of India  (Marxist),66560,1184,67744,51.58
TARUR,57,4,C.A.USHAKUMARI,Welfare Party Of India,956,29,985,0.75
TARUR,57,5,NOTA,None of the Above,928,12,940,0.72
CHITTUR,58,1,K. KRISHNANKUTTY,Janata Dal  (Secular),82816,1856,84672,55.38
CHITTUR,58,2,A. CHANDRAN,Bahujan Samaj Party,907,11,918,0.6
CHITTUR,58,3,V. NATESAN,Bharatiya Janata Party,14257,201,14458,9.46
CHITTUR,58,4,Adv. SUMESH ACHUTHAN,Indian National Congress,49724,1070,50794,33.22
CHITTUR,58,5,PRAMEELA. K,Independent,542,10,552,0.36
CHITTUR,58,6,NSK PURAM SASIKUMAR,Independent,226,0,226,0.15
CHITTUR,58,7,NOTA,None of the Above,1273,12,1285,0.84
NENMARA,59,1,Prakash.C,Bahujan Samaj Party,1302,48,1350,0.89
NENMARA,59,2,K. Babu,Communist Party of India  (Marxist),77887,2258,80145,52.89
NENMARA,59,3,Anurag .A.N,Bharath Dharma Jana Sena,16388,278,16666,11
NENMARA,59,4,C.N.Vijayakrishnan,Communist Marxist Party Kerala State Committee,50491,950,51441,33.95
NENMARA,59,5,Babu S/o Kunchu,Independent,841,22,863,0.57
NENMARA,59,6,NOTA,None of the Above,1049,21,1070,0.71
ALATHUR,60,1,CHANDRAN,Bahujan Samaj Party,688,11,699,0.52
ALATHUR,60,2,PALAYAM PRADEEP,Indian National Congress,39762,773,40535,29.94
ALATHUR,60,3,PRASANTH SIVAN,Bharatiya Janata Party,18115,234,18349,13.56
ALATHUR,60,4,K.D.PRASENAN,Communist Party of India  (Marxist),72947,1706,74653,55.15
ALATHUR,60,5,RAJESH.M,Independent,339,8,347,0.26
ALATHUR,60,6,NOTA,None of the Above,765,18,783,0.58
CHELAKKARA,61,1,K RADHAKRISHNAN,Communist Party of India  (Marxist),81885,1530,83415,54.41
CHELAKKARA,61,2,C C SREEKUMAR,Indian National Congress,43150,865,44015,28.71
CHELAKKARA,61,3,SHAJUMON VATTEKKAD,Bharatiya Janata Party,23716,329,24045,15.68
CHELAKKARA,61,4,CHANDRAN THIYATH,SOCIAL DEMOCRATIC PARTY OF INDIA,1110,10,1120,0.73
CHELAKKARA,61,5,NOTA,None of the Above,709,11,720,0.47
KUNNAMKULAM,62,1,Adv. K.K.ANEESHKUMAR,Bharatiya Janata Party,27479,354,27833,17.98
KUNNAMKULAM,62,2,K.JAYASANKAR,Indian National Congress,47478,1423,48901,31.58
KUNNAMKULAM,62,3,A.C.MOIDEEN,Communist Party of India  (Marxist),73979,1553,75532,48.78
KUNNAMKULAM,62,4,V.S.ABOOBACKER,SOCIAL DEMOCRATIC PARTY OF INDIA,1229,12,1241,0.8
KUNNAMKULAM,62,5,JAMES PANADAN,Independent,258,7,265,0.17
KUNNAMKULAM,62,6,MOIDEEN.K.M s/o MUHAMMED,Independent,365,15,380,0.25
KUNNAMKULAM,62,7,A.K.MOIDHEENKUTTY,Independent,110,10,120,0.08
KUNNAMKULAM,62,8,NOTA,None of the Above,554,5,559,0.36
GURUVAYOOR,63,1,N.K.AKBAR,Communist Party of India  (Marxist),76052,1020,77072,52.52
GURUVAYOOR,63,2,Adv.K N A KHADER,Indian Union Muslim League,57918,886,58804,40.07
GURUVAYOOR,63,3,ASHARAF VADAKKOOT,SOCIAL DEMOCRATIC PARTY OF INDIA,2870,19,2889,1.97
GURUVAYOOR,63,4,M.KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),288,13,301,0.21
GURUVAYOOR,63,5,DILEEP NAIR,Democratic Social Justice Party,6222,72,6294,4.29
GURUVAYOOR,63,6,ANTONY,Independent,382,10,392,0.27
GURUVAYOOR,63,7,NOTA,None of the Above,997,10,1007,0.69
MANALUR,64,1,ABHAYAN.N.A,Bahujan Samaj Party,449,23,472,0.28
MANALUR,64,2,MURALI,Communist Party of India  (Marxist),76339,1998,78337,46.77
MANALUR,64,3,RADHAKRISHNAN,Bharatiya Janata Party,35951,615,36566,21.83
MANALUR,64,4,VIJAY HARI,Indian National Congress,46607,1854,48461,28.93
MANALUR,64,5,FAISAL,SOCIAL DEMOCRATIC PARTY OF INDIA,2266,28,2294,1.37
MANALUR,64,6,M K DEVARAJAN,Independent,648,12,660,0.39
MANALUR,64,7,NOTA,None of the Above,712,0,712,0.43
WADAKKANCHERY,65,1,Anil Akkara,Indian National Congress,64089,1769,65858,38.77
WADAKKANCHERY,65,2,T.S Ullas Babu,Bharatiya Janata Party,21408,339,21747,12.8
WADAKKANCHERY,65,3,Xavier Chittilappilly,Communist Party of India  (Marxist),79216,1810,81026,47.7
WADAKKANCHERY,65,4,Haji Aboobaker Kundukadan,Independent,378,10,388,0.23
WADAKKANCHERY,65,5,NOTA,None of the Above,829,13,842,0.5
OLLUR,66,1,Adv. B Gopalakrishnan,Bharatiya Janata Party,22065,230,22295,14.28
OLLUR,66,2,Jose Valloor,Indian National Congress,54100,1051,55151,35.31
OLLUR,66,3,K Rajan,Communist Party of India,75357,1300,76657,49.09
OLLUR,66,4,P K Subramanian,Bahujan Samaj Party,276,6,282,0.18
OLLUR,66,5,K K GEORGE KAKKASSERY,Independent,621,7,628,0.4
OLLUR,66,6,Benny Kodiyatil,Independent,330,1,331,0.21
OLLUR,66,7,NOTA,None of the Above,814,13,827,0.53
THRISSUR,67,1,PADMAJA VENUGOPAL,Indian National Congress,41996,1321,43317,33.52
THRISSUR,67,2,P BALACHANDRAN,Communist Party of India,43048,1215,44263,34.25
THRISSUR,67,3,SURESH GOPI,Bharatiya Janata Party,39616,841,40457,31.3
THRISSUR,67,4,THRISSUR MUKUNDAN,Indian Gandhiyan Party,217,8,225,0.17
THRISSUR,67,5,AJITH MENON PONNEMKATTIL,Independent,243,9,252,0.19
THRISSUR,67,6,NOTA,None of the Above,712,11,723,0.56
NATTIKA,68,1,C C MUKUNDHAN,Communist Party of India,71297,1633,72930,47.49
NATTIKA,68,2,LOJANAN AMBATT,Bharatiya Janata Party,33190,526,33716,21.96
NATTIKA,68,3,VIMAL MALLIKA VIJAYAN,Bahujan Samaj Party,357,10,367,0.24
NATTIKA,68,4,ADV. SUNIL LALOOR,Indian National Congress,43379,1120,44499,28.98
NATTIKA,68,5,C S JITHESHKUMAR,Independent,604,13,617,0.4
NATTIKA,68,6,SIVARATHNAN ALATHI,Independent,585,10,595,0.39
NATTIKA,68,7,NOTA,None of the Above,815,15,830,0.54
KAIPAMANGALAM,69,1,E T TAISON MASTER,Communist Party of India,71666,1495,73161,53.76
KAIPAMANGALAM,69,2,THANKAMANY THARAYIL,Bahujan Samaj Party,434,8,442,0.32
KAIPAMANGALAM,69,3,SOBHA SUBIN,Indian National Congress,49505,958,50463,37.08
KAIPAMANGALAM,69,4,M K ASLAM,Welfare Party Of India,1630,41,1671,1.23
KAIPAMANGALAM,69,5,C D SREELAL,Bharath Dharma Jana Sena,8913,153,9066,6.66
KAIPAMANGALAM,69,6,M K SHAMEER,SOCIAL DEMOCRATIC PARTY OF INDIA,808,6,814,0.6
KAIPAMANGALAM,69,7,NOTA,None of the Above,457,9,466,0.34
IRINJALAKKUDA,70,1,Jacob Thomas,Bharatiya Janata Party,33685,644,34329,22.12
IRINJALAKKUDA,70,2,R Bindu,Communist Party of India  (Marxist),60843,1650,62493,40.27
IRINJALAKKUDA,70,3,Thomas J Unniyadan,Kerala Congress,54851,1693,56544,36.44
IRINJALAKKUDA,70,4,Joshy,Independent,292,13,305,0.2
IRINJALAKKUDA,70,5,Bindu,Independent,206,14,220,0.14
IRINJALAKKUDA,70,6,Bindu,Independent,141,21,162,0.1
IRINJALAKKUDA,70,7,Vaxerin,Independent,503,33,536,0.35
IRINJALAKKUDA,70,8,NOTA,None of the Above,583,7,590,0.38
PUTHUKKAD,71,1,A. Nagesh (Parameswaran.A),Bharatiya Janata Party,34200,693,34893,22.33
PUTHUKKAD,71,2,P.C. Pushpakaran,Bahujan Samaj Party,440,15,455,0.29
PUTHUKKAD,71,3,K.K. Ramachandran,Communist Party of India  (Marxist),71250,2115,73365,46.94
PUTHUKKAD,71,4,Sunil Anthikkad (Sunilkumar. P.V),Indian National Congress,44530,1482,46012,29.44
PUTHUKKAD,71,5,Rajesh Appatt,Communist Party of India (Marxist-Leninist) Red Star,475,14,489,0.31
PUTHUKKAD,71,6,NOTA,None of the Above,1053,16,1069,0.68
CHALAKKUDY,72,1,M S Asokan,Bahujan Samaj Party,597,20,617,0.43
CHALAKKUDY,72,2,DENNIES K ANTONY,Kerala Congress  (M),59516,1315,60831,42.49
CHALAKKUDY,72,3,Saneeshkumar Joseph,Indian National Congress,60452,1436,61888,43.23
CHALAKKUDY,72,4,Unnikrishnan K.A,Bharath Dharma Jana Sena,17014,287,17301,12.09
CHALAKKUDY,72,5,Dharmajan P K,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),244,9,253,0.18
CHALAKKUDY,72,6,Cheriya,Independent,137,6,143,0.1
CHALAKKUDY,72,7,Joshy Vattoly,Independent,143,17,160,0.11
CHALAKKUDY,72,8,T N Rajan,Independent,692,21,713,0.5
